PATTERN,COLOUR,FIT,MATERIAL,SLEEVE,TEXTURE,COLLAR,ELASTICITY,ELASTICITY_TYPE,CURRENT_PRICE,CURRENT_QTY,XGB_BASE_DEMAND,CURRENT_REVENUE,CURRENT_PROFIT,OPTIMAL_PRICE,PREDICTED_QTY_HYBRID,OPTIMAL_REVENUE,PROFIT_AT_OPTIMAL,PRICE_CHANGE_%,REVENUE_IMPROVEMENT_$,REVENUE_IMPROVEMENT_%,PROFIT_IMPROVEMENT_$,PROFIT_IMPROVEMENT_%,OPTIMIZATION_STATUS,COST_PRICE,PRICE_CHANGE,RECOMMENDATION
35345,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,PRINTED,CUTAWAY COLLAR,-1.359,UNKNOWN,4995.0,2.33,4.39,11655.0,4678.33,5090,4.28,21764.22,8979.35,1.9,10109.22,86.74,4301.01,91.93,SUCCESS,2990.0,INCREASE,INCREASE PRICE
35360,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,CHECK,CUTAWAY COLLAR,-1.359,UNKNOWN,4995.0,1.33,1.64,6660.0,2769.33,5090,1.6,8155.82,3480.25,1.9,1495.82,22.46,710.91,25.67,SUCCESS,2918.0,INCREASE,INCREASE PRICE
35364,ASSORTED,REGULAR FIT,COTTON,LONG SLEEVE,PLAIN,CUTAWAY COLLAR,-1.359,UNKNOWN,5995.0,1.0,1.62,5995.0,2492.0,6090,1.59,9678.62,4111.43,1.58,3683.62,61.44,1619.43,64.99,SUCCESS,3503.0,INCREASE,INCREASE PRICE
35366,ASSORTED,REGULAR FIT,COTTON,LONG SLEEVE,CHECK,CUTAWAY COLLAR,-1.359,UNKNOWN,4995.0,2.0,2.28,9990.0,4154.0,5090,2.22,11316.75,4829.07,1.9,1326.75,13.28,675.07,16.25,SUCCESS,2918.0,INCREASE,INCREASE PRICE
35369,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,STRIPE,CUTAWAY COLLAR,-1.359,UNKNOWN,4295.0,5.33,5.83,22906.67,9525.33,4390,5.66,24840.89,10643.67,2.21,1934.22,8.44,1118.34,11.74,SUCCESS,2509.0,INCREASE,INCREASE PRICE
35372,ASSORTED,REGULAR FIT,COTTON,LONG SLEEVE,CHECK,CUTAWAY COLLAR,-1.359,UNKNOWN,4795.0,9.0,4.75,43155.0,17946.0,4890,4.62,22615.36,9661.24,1.98,-20539.64,-47.6,-8284.76,-46.16,SUCCESS,2801.0,INCREASE,INCREASE PRICE
35374,LIGHT GREEN,SLIM FIT,COTTON,LONG SLEEVE,CHECK,CUTAWAY COLLAR,-1.359,UNKNOWN,4795.0,3.33,3.89,15983.33,6646.67,4890,3.79,18544.72,7922.27,1.98,2561.38,16.03,1275.61,19.19,SUCCESS,2801.0,INCREASE,INCREASE PRICE
35376,ASSORTED,REGULAR FIT,COTTON,SHORT SLEEVE,CHECK,CUTAWAY COLLAR,-1.359,UNKNOWN,4495.0,2.0,2.02,8990.0,3738.0,4590,1.97,9026.41,3862.28,2.11,36.41,0.4,124.28,3.32,SUCCESS,2626.0,INCREASE,INCREASE PRICE
35380,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,STRIPE,CUTAWAY COLLAR,-1.359,UNKNOWN,3995.0,3.67,2.02,14648.33,6090.33,4090,1.96,8014.91,3441.12,2.38,-6633.43,-45.28,-2649.21,-43.5,SUCCESS,2334.0,INCREASE,INCREASE PRICE
35381,ASSORTED,REGULAR FIT,COTTON,SHORT SLEEVE,STRIPE,CUTAWAY COLLAR,-1.359,UNKNOWN,3795.0,2.33,1.54,8855.0,3514.0,3890,1.49,5785.48,2381.12,2.5,-3069.52,-34.66,-1132.88,-32.24,SUCCESS,2289.0,INCREASE,INCREASE PRICE
35382,ASSORTED,REGULAR FIT,COTTON,LONG SLEEVE,STRIPE,CUTAWAY COLLAR,-1.359,UNKNOWN,3995.0,2.67,1.59,10653.33,4429.33,4090,1.54,6295.65,2702.97,2.38,-4357.68,-40.9,-1726.36,-38.98,SUCCESS,2334.0,INCREASE,INCREASE PRICE
35385,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,STRIPE,CUTAWAY COLLAR,-1.359,UNKNOWN,3995.0,25.33,28.7,101206.67,26123.27,4090,27.79,113675.41,31300.53,2.38,12468.74,12.32,5177.26,19.82,SUCCESS,2963.82,INCREASE,INCREASE PRICE
35386,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,CHECK,CUTAWAY COLLAR,-1.359,UNKNOWN,4995.0,3.33,4.52,16650.0,6923.33,5090,4.4,22418.32,9566.33,1.9,5768.32,34.64,2642.99,38.18,SUCCESS,2918.0,INCREASE,INCREASE PRICE
35387,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,STRIPE,CUTAWAY COLLAR,-1.359,UNKNOWN,5295.0,1.33,1.64,7060.0,2934.67,5390,1.6,8648.95,3684.23,1.79,1588.95,22.51,749.56,25.54,SUCCESS,3094.0,INCREASE,INCREASE PRICE
35389,ASSORTED,REGULAR FIT,COTTON,SHORT SLEEVE,STRIPE,CUTAWAY COLLAR,-1.359,UNKNOWN,5295.0,3.67,5.91,19415.0,8070.33,5390,5.77,31114.13,13253.81,1.79,11699.13,60.26,5183.48,64.23,SUCCESS,3094.0,INCREASE,INCREASE PRICE
35391,ASSORTED,REGULAR FIT,COTTON,LONG SLEEVE,STRIPE,CUTAWAY COLLAR,-1.359,UNKNOWN,5495.0,3.33,4.21,18316.67,7616.67,5590,4.12,23005.22,9794.71,1.73,4688.56,25.6,2178.04,28.6,SUCCESS,3210.0,INCREASE,INCREASE PRICE
35392,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,STRIPE,CUTAWAY COLLAR,-1.359,UNKNOWN,5495.0,5.0,2.81,27475.0,11425.0,5590,2.75,15355.86,6537.92,1.73,-12119.14,-44.11,-4887.08,-42.78,SUCCESS,3210.0,INCREASE,INCREASE PRICE
35394,WHITE,SLIM FIT,COTTON,LONG SLEEVE,DOBBY,CUTAWAY COLLAR,-1.359,UNKNOWN,5495.0,1.33,1.31,7326.67,3046.67,5590,1.28,7174.21,3054.49,1.73,-152.46,-2.08,7.83,0.26,SUCCESS,3210.0,INCREASE,INCREASE PRICE
35395,WHITE,REGULAR FIT,COTTON,LONG SLEEVE,DOBBY,CUTAWAY COLLAR,-1.359,UNKNOWN,5495.0,1.0,1.38,5495.0,2285.0,5590,1.35,7547.72,3213.52,1.73,2052.72,37.36,928.52,40.64,SUCCESS,3210.0,INCREASE,INCREASE PRICE
35402,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,CHECK,CUTAWAY COLLAR,-1.359,UNKNOWN,4995.0,2.33,3.66,11655.0,4846.33,5090,3.57,18165.9,7751.74,1.9,6510.9,55.86,2905.4,59.95,SUCCESS,2918.0,INCREASE,INCREASE PRICE
35403,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,PLAIN,CUTAWAY COLLAR,-1.359,UNKNOWN,4995.0,6.67,5.07,33300.0,13846.67,5090,4.95,25174.25,10742.33,1.9,-8125.75,-24.4,-3104.34,-22.42,SUCCESS,2918.0,INCREASE,INCREASE PRICE
35413,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,CHECK,CUTAWAY COLLAR,-1.359,UNKNOWN,4995.0,8.0,1.88,39960.0,16616.0,5090,1.83,9327.12,3980.06,1.9,-30632.88,-76.66,-12635.94,-76.05,SUCCESS,2918.0,INCREASE,INCREASE PRICE
35414,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,PRINTED,CUTAWAY COLLAR,-1.359,UNKNOWN,4795.0,2.33,1.79,11188.33,4652.67,4890,1.75,8534.54,3645.94,1.98,-2653.8,-23.72,-1006.73,-21.64,SUCCESS,2801.0,INCREASE,INCREASE PRICE
35420,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,STRIPE,CUTAWAY COLLAR,-1.359,UNKNOWN,4995.0,6.33,4.91,31635.0,13154.33,5090,4.79,24365.41,10397.18,1.9,-7269.59,-22.98,-2757.15,-20.96,SUCCESS,2918.0,INCREASE,INCREASE PRICE
35423,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,PLAIN,CUTAWAY COLLAR,-1.359,UNKNOWN,4495.0,1.67,1.6,7491.67,3115.0,4590,1.55,7129.25,3050.51,2.11,-362.42,-4.84,-64.49,-2.07,SUCCESS,2626.0,INCREASE,INCREASE PRICE
35424,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,PLAIN,CUTAWAY COLLAR,-1.359,UNKNOWN,4795.0,3.67,4.53,17581.67,7311.33,4890,4.41,21582.74,9220.11,1.98,4001.08,22.76,1908.78,26.11,SUCCESS,2801.0,INCREASE,INCREASE PRICE
35425,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,PLAIN,CUTAWAY COLLAR,-1.359,UNKNOWN,4495.0,2.33,1.83,10488.33,4361.0,4590,1.77,8143.44,3484.47,2.11,-2344.89,-22.36,-876.53,-20.1,SUCCESS,2626.0,INCREASE,INCREASE PRICE
35430,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,PLAIN,CUTAWAY COLLAR,-1.359,UNKNOWN,4795.0,1.67,2.2,7991.67,3323.33,4890,2.14,10474.99,4474.9,1.98,2483.33,31.07,1151.57,34.65,SUCCESS,2801.0,INCREASE,INCREASE PRICE
35442,ASSORTED,REGULAR FIT,COTTON,SHORT SLEEVE,CHECK,CUTAWAY COLLAR,-1.359,UNKNOWN,4995.0,7.0,1.62,34965.0,14539.0,5090,1.58,8055.14,3437.28,1.9,-26909.86,-76.96,-11101.72,-76.36,SUCCESS,2918.0,INCREASE,INCREASE PRICE
35445,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,PLAIN,CUTAWAY COLLAR,-1.741,UNKNOWN,3996.0,2.67,2.65,10656.0,2682.67,4090,2.55,10425.51,2803.93,2.35,-230.49,-2.16,121.26,4.52,SUCCESS,2990.0,INCREASE,INCREASE PRICE
35446,ASSORTED,SLIM FIT,COTTON,SHORT SLEEVE,PLAIN,CUTAWAY COLLAR,-1.359,UNKNOWN,4795.0,1.33,1.91,6393.33,2658.67,4890,1.86,9117.26,3894.88,1.98,2723.93,42.61,1236.21,46.5,SUCCESS,2801.0,INCREASE,INCREASE PRICE
35450,ASSORTED,REGULAR FIT,COTTON,SHORT SLEEVE,PLAIN,CUTAWAY COLLAR,-1.359,UNKNOWN,4295.0,9.33,2.69,40086.67,13944.0,4390,2.61,11447.48,4143.52,2.21,-28639.19,-71.44,-9800.48,-70.28,SUCCESS,2801.0,INCREASE,INCREASE PRICE
35452,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,PLAIN,CUTAWAY COLLAR,0.699,UNKNOWN,4495.0,8.67,1.82,38956.67,8597.33,5990,2.22,13326.5,5533.06,33.26,-25630.16,-65.79,-3064.28,-35.64,SUCCESS,3503.0,INCREASE,INCREASE PRICE
35454,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,STRIPE,CUTAWAY COLLAR,-1.359,UNKNOWN,5495.0,5.33,1.97,29306.67,12186.67,5590,1.92,10751.37,4577.51,1.73,-18555.3,-63.31,-7609.16,-62.44,SUCCESS,3210.0,INCREASE,INCREASE PRICE
35455,ASSORTED,REGULAR FIT,COTTON,LONG SLEEVE,STRIPE,CUTAWAY COLLAR,-1.359,UNKNOWN,5495.0,1.67,1.82,9158.33,3808.33,5590,1.78,9939.91,4232.02,1.73,781.58,8.53,423.69,11.13,SUCCESS,3210.0,INCREASE,INCREASE PRICE
35460,ASSORTED,REGULAR FIT,COTTON,LONG SLEEVE,PLAIN,CUTAWAY COLLAR,-1.359,UNKNOWN,4995.0,6.0,2.28,29970.0,12462.0,5090,2.22,11312.81,4827.39,1.9,-18657.19,-62.25,-7634.61,-61.26,SUCCESS,2918.0,INCREASE,INCREASE PRICE
35461,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,CHECK,CUTAWAY COLLAR,-1.359,UNKNOWN,5995.0,2.33,2.59,13988.33,5814.67,6090,2.53,15413.96,6547.77,1.58,1425.63,10.19,733.1,12.61,SUCCESS,3503.0,INCREASE,INCREASE PRICE
35462,ASSORTED,SLIM FIT,COTTON,SHORT SLEEVE,DOBBY,CUTAWAY COLLAR,-1.359,UNKNOWN,4995.0,5.33,2.59,26640.0,11077.33,5090,2.52,12828.45,5474.14,1.9,-13811.55,-51.85,-5603.19,-50.58,SUCCESS,2918.0,INCREASE,INCREASE PRICE
35465,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,PLAIN,CUTAWAY COLLAR,-1.359,UNKNOWN,5995.0,7.0,3.54,41965.0,17444.0,6090,3.46,21095.94,8961.45,1.58,-20869.06,-49.73,-8482.55,-48.63,SUCCESS,3503.0,INCREASE,INCREASE PRICE
35466,ASSORTED,REGULAR FIT,COTTON,LONG SLEEVE,PLAIN,CUTAWAY COLLAR,-1.359,UNKNOWN,5995.0,4.0,1.97,23980.0,9968.0,6090,1.93,11771.99,5000.68,1.58,-12208.01,-50.91,-4967.32,-49.83,SUCCESS,3503.0,INCREASE,INCREASE PRICE
35468,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,DOBBY,CUTAWAY COLLAR,-1.359,UNKNOWN,5495.0,5.0,3.39,27475.0,11425.0,5590,3.32,18532.9,7890.57,1.73,-8942.1,-32.55,-3534.43,-30.94,SUCCESS,3210.0,INCREASE,INCREASE PRICE
35474,ASSORTED,REGULAR FIT,COTTON,LONG SLEEVE,STRIPE,CUTAWAY COLLAR,-1.359,UNKNOWN,4995.0,2.0,2.55,9990.0,4154.0,5090,2.49,12657.19,5401.06,1.9,2667.19,26.7,1247.06,30.02,SUCCESS,2918.0,INCREASE,INCREASE PRICE
35479,ASSORTED,SLIM FIT,COTTON,SHORT SLEEVE,STRIPE,CUTAWAY COLLAR,-1.359,UNKNOWN,4795.0,2.33,1.64,11188.33,4652.67,4890,1.6,7827.08,3343.71,1.98,-3361.26,-30.04,-1308.95,-28.13,SUCCESS,2801.0,INCREASE,INCREASE PRICE
35499,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,DESIGN WEAR,CUTAWAY COLLAR,-1.4,UNKNOWN,2697.0,5.0,6.66,13485.0,355.0,2697,6.659999847412109,17959.82,472.8,0.0,4474.82,33.18,117.8,33.18,NO_CHANGE,2626.0,NO CHANGE,MAINTAIN PRICE
35501,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,DOBBY,CUTAWAY COLLAR,-1.359,UNKNOWN,4995.0,2.33,3.93,11655.0,4846.33,5090,3.83,19507.33,8324.15,1.9,7852.33,67.37,3477.82,71.76,SUCCESS,2918.0,INCREASE,INCREASE PRICE
35519,ASSORTED,REGULAR FIT,COTTON,LONG SLEEVE,PLAIN,CUTAWAY COLLAR,-1.359,UNKNOWN,4295.0,1.5,1.58,6442.5,2679.0,4390,1.54,6744.25,2889.73,2.21,301.75,4.68,210.73,7.87,SUCCESS,2509.0,INCREASE,INCREASE PRICE
35529,ASSORTED,REGULAR FIT,COTTON,SHORT SLEEVE,PLAIN,CUTAWAY COLLAR,-1.359,UNKNOWN,3995.0,3.33,2.26,13316.67,5536.67,4090,2.18,8934.61,3835.98,2.38,-4382.06,-32.91,-1700.68,-30.72,SUCCESS,2334.0,INCREASE,INCREASE PRICE
35538,ASSORTED,REGULAR FIT,COTTON,LONG SLEEVE,DESIGN WEAR,CUTAWAY COLLAR,-1.359,UNKNOWN,3795.0,1.33,1.54,5060.0,2104.0,3890,1.49,5785.48,2488.2,2.5,725.48,14.34,384.2,18.26,SUCCESS,2217.0,INCREASE,INCREASE PRICE
35546,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,DESIGN WEAR,CUTAWAY COLLAR,-1.359,UNKNOWN,3795.0,1.0,1.59,3795.0,1578.0,3890,1.54,5977.85,2570.94,2.5,2182.85,57.52,992.94,62.92,SUCCESS,2217.0,INCREASE,INCREASE PRICE
35548,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,DESIGN WEAR,CUTAWAY COLLAR,-1.359,UNKNOWN,3795.0,2.33,1.54,8855.0,3682.0,3890,1.49,5785.48,2488.2,2.5,-3069.52,-34.66,-1193.8,-32.42,SUCCESS,2217.0,INCREASE,INCREASE PRICE
35556,ASSORTED,REGULAR FIT,COTTON,LONG SLEEVE,PLAIN,CUTAWAY COLLAR,-1.359,UNKNOWN,3795.0,3.0,3.27,11385.0,4734.0,3890,3.16,12302.67,5291.1,2.5,917.67,8.06,557.1,11.77,SUCCESS,2217.0,INCREASE,INCREASE PRICE
35563,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,PLAIN,CUTAWAY COLLAR,-1.359,UNKNOWN,4495.0,2.67,2.44,11986.67,4984.0,4590,2.37,10896.29,4662.38,2.11,-1090.38,-9.1,-321.62,-6.45,SUCCESS,2626.0,INCREASE,INCREASE PRICE
35589,ASSORTED,SLIM FIT,COTTON,SHORT SLEEVE,PLAIN,CUTAWAY COLLAR,-1.359,UNKNOWN,4295.0,1.33,1.65,5726.67,2466.67,4390,1.61,7046.25,3121.86,2.21,1319.59,23.04,655.19,26.56,SUCCESS,2445.0,INCREASE,INCREASE PRICE
35592,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,PLAIN,CUTAWAY COLLAR,-1.359,UNKNOWN,4295.0,1.67,2.44,7158.33,2976.67,4390,2.37,10407.87,4459.5,2.21,3249.53,45.4,1482.83,49.82,SUCCESS,2509.0,INCREASE,INCREASE PRICE
35629,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,PLAIN,CUTAWAY COLLAR,-1.239,UNKNOWN,3995.0,1.0,1.53,3995.0,1720.0,4090,1.48,6065.07,2691.47,2.38,2070.07,51.82,971.47,56.48,SUCCESS,2275.0,INCREASE,INCREASE PRICE
35648,WHITE,SLIM FIT,COTTON,LONG SLEEVE,PLAIN,CUTAWAY COLLAR,-1.359,UNKNOWN,3795.0,1.67,1.63,6325.0,2630.0,3890,1.58,6142.85,2641.9,2.5,-182.15,-2.88,11.9,0.45,SUCCESS,2217.0,INCREASE,INCREASE PRICE
35649A,ASSORTED,REGULAR FIT,COTTON,LONG SLEEVE,PLAIN,CUTAWAY COLLAR,-1.359,UNKNOWN,4295.0,1.0,1.59,4295.0,1786.0,4390,1.54,6772.37,2901.78,2.21,2477.37,57.68,1115.78,62.47,SUCCESS,2509.0,INCREASE,INCREASE PRICE
35669,ASSORTED,REGULAR FIT,COTTON,LONG SLEEVE,DOTS,CUTAWAY COLLAR,-1.359,UNKNOWN,3795.0,1.33,1.98,5060.0,2178.67,3890,1.92,7455.55,3313.79,2.5,2395.55,47.34,1135.12,52.1,SUCCESS,2161.0,INCREASE,INCREASE PRICE
35707,ASSORTED,REGULAR FIT,COTTON,SHORT SLEEVE,PLAIN,CUTAWAY COLLAR,-1.359,UNKNOWN,3795.0,3.67,3.97,13915.0,5786.0,3890,3.84,14938.64,6424.77,2.5,1023.64,7.36,638.77,11.04,SUCCESS,2217.0,INCREASE,INCREASE PRICE
35710,ASSORTED,REGULAR FIT,COTTON,SHORT SLEEVE,PLAIN,CUTAWAY COLLAR,-1.359,UNKNOWN,3495.0,2.33,2.61,8155.0,3511.67,3590,2.52,9037.82,4028.0,2.72,882.82,10.83,516.33,14.7,SUCCESS,1990.0,INCREASE,INCREASE PRICE
35719,ASSORTED,REGULAR FIT,COTTON,LONG SLEEVE,CHECK,CUTAWAY COLLAR,-1.359,UNKNOWN,3995.0,2.0,2.2,7990.0,3440.0,4090,2.13,8697.33,3859.57,2.38,707.33,8.85,419.57,12.2,SUCCESS,2275.0,INCREASE,INCREASE PRICE
35720,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,DESIGN WEAR,CUTAWAY COLLAR,-1.359,UNKNOWN,3495.0,5.0,4.94,17475.0,7265.0,3590,4.76,17089.01,7368.74,2.72,-385.99,-2.21,103.74,1.43,SUCCESS,2042.0,INCREASE,INCREASE PRICE
35761,BLUE,SLIM FIT,COTTON,SHORT SLEEVE,CHECK,CUTAWAY COLLAR,-1.359,UNKNOWN,3295.0,2.0,1.37,6590.0,2838.0,3390,1.32,4460.84,1992.25,2.88,-2129.16,-32.31,-845.75,-29.8,SUCCESS,1876.0,INCREASE,INCREASE PRICE
35763,SCARLET,REGULAR FIT,COTTON,SHORT SLEEVE,CHECK,CUTAWAY COLLAR,-1.359,UNKNOWN,2795.0,1.33,1.21,3726.67,1225.33,2795,1.2100000381469727,3375.99,1110.03,0.0,-350.68,-9.41,-115.3,-9.41,NO_CHANGE,1876.0,NO CHANGE,MAINTAIN PRICE
35790,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,STRIPE,CUTAWAY COLLAR,-1.359,UNKNOWN,3795.0,5.33,2.13,20240.0,8714.67,3890,2.06,8030.2,3569.21,2.5,-12209.8,-60.33,-5145.46,-59.04,SUCCESS,2161.0,INCREASE,INCREASE PRICE
35794,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,PLAIN,CUTAWAY COLLAR,-1.359,UNKNOWN,3495.0,3.33,2.2,11650.0,4843.33,3590,2.12,7599.74,3276.99,2.72,-4050.26,-34.77,-1566.34,-32.34,SUCCESS,2042.0,INCREASE,INCREASE PRICE
35816,ASSORTED,REGULAR FIT,COTTON,LONG SLEEVE,STRIPE,CUTAWAY COLLAR,-1.359,UNKNOWN,3995.0,5.67,5.78,22638.33,9746.67,4090,5.59,22877.55,10152.26,2.38,239.22,1.06,405.6,4.16,SUCCESS,2275.0,INCREASE,INCREASE PRICE
35818,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,PLAIN,CUTAWAY COLLAR,-1.359,UNKNOWN,3995.0,1.0,1.59,3995.0,1661.0,4090,1.54,6295.65,2702.97,2.38,2300.65,57.59,1041.97,62.73,SUCCESS,2334.0,INCREASE,INCREASE PRICE
35821,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,CHECK,CUTAWAY COLLAR,0.0,UNKNOWN,3795.0,1.0,1.71,3795.0,1634.0,5090,1.71,8709.62,5011.88,34.12,4914.62,129.5,3377.88,206.72,SUCCESS,2161.0,INCREASE,INCREASE PRICE
35822,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,STRIPE,CUTAWAY COLLAR,-1.359,UNKNOWN,3495.0,2.0,2.91,6990.0,3010.0,3590,2.81,10069.97,4488.01,2.72,3079.97,44.06,1478.01,49.1,SUCCESS,1990.0,INCREASE,INCREASE PRICE
35825,IVORY,REGULAR FIT,COTTON,LONG SLEEVE,PLAIN,CUTAWAY COLLAR,-1.359,UNKNOWN,3795.0,3.0,1.66,11385.0,4902.0,3890,1.61,6243.93,2775.26,2.5,-5141.07,-45.16,-2126.74,-43.39,SUCCESS,2161.0,INCREASE,INCREASE PRICE
35833,WHITE,SLIM FIT,COTTON,LONG SLEEVE,PLAIN,CUTAWAY COLLAR,-1.136,UNKNOWN,2369.2,284.67,388.26,674432.96,59268.29,2390,384.43,918784.72,88034.18,0.88,244351.76,36.23,28765.89,48.54,SUCCESS,2161.0,INCREASE,INCREASE PRICE
35845A,ASSORTED,REGULAR FIT,COTTON,LONG SLEEVE,PLAIN,CUTAWAY COLLAR,-1.359,UNKNOWN,3995.0,1.0,1.54,3995.0,1720.0,4090,1.49,6093.06,2703.89,2.38,2098.06,52.52,983.89,57.2,SUCCESS,2275.0,INCREASE,INCREASE PRICE
35849,ASSORTED,REGULAR FIT,COTTON,LONG SLEEVE,PLAIN,CUTAWAY COLLAR,-1.359,UNKNOWN,3795.0,1.33,2.04,5060.0,2178.67,3890,1.97,7680.85,3413.93,2.5,2620.85,51.8,1235.27,56.7,SUCCESS,2161.0,INCREASE,INCREASE PRICE
35849A,ASSORTED,REGULAR FIT,COTTON,LONG SLEEVE,PLAIN,CUTAWAY COLLAR,0.0,UNKNOWN,3995.0,1.0,1.54,3995.0,1720.0,5390,1.54,8290.36,4791.18,34.92,4295.36,107.52,3071.18,178.56,SUCCESS,2275.0,INCREASE,INCREASE PRICE
35857,ASSORTED,REGULAR FIT,COTTON,SHORT SLEEVE,PLAIN,CUTAWAY COLLAR,0.0,UNKNOWN,3495.0,1.0,1.65,3495.0,1505.0,4690,1.65,7723.52,4446.37,34.19,4228.52,120.99,2941.37,195.44,SUCCESS,1990.0,INCREASE,INCREASE PRICE
35858A,ASSORTED,REGULAR FIT,COTTON,LONG SLEEVE,PLAIN,CUTAWAY COLLAR,-1.359,UNKNOWN,3995.0,1.67,2.08,6658.33,2866.67,4090,2.02,8252.19,3662.04,2.38,1593.86,23.94,795.37,27.75,SUCCESS,2275.0,INCREASE,INCREASE PRICE
35882,OFF WHITE,REGULAR FIT,COTTON,SHORT SLEEVE,PRINTED,CUTAWAY COLLAR,-1.359,UNKNOWN,3995.0,4.0,4.6,15980.0,6880.0,4090,4.45,18217.25,8084.18,2.38,2237.25,14.0,1204.18,17.5,SUCCESS,2275.0,INCREASE,INCREASE PRICE
35887,ASSORTED,SLIM FIT,COTTON,LONG SLEEVE,CHECK,CUTAWAY COLLAR,-1.359,UNKNOWN,3495.0,1.0,1.54,3495.0,1453.0,3590,1.48,5324.12,2295.75,2.72,1829.12,52.34,842.75,58.0,SUCCESS,2042.0,INCREASE,INCREASE PRICE
35891,GRAY,SLIM FIT,COTTON,LONG SLEEVE,DESIGN WEAR,CUTAWAY COLLAR,-1.359,UNKNOWN,3995.0,1.67,1.72,6658.33,2866.67,4090,1.67,6831.03,3031.37,2.38,172.7,2.59,164.71,5.75,SUCCESS,2275.0,INCREASE,INCREASE PRICE
35929,LIGHT GRAY,REGULAR FIT,COTTON,SHORT SLEEVE,PLAIN,CUTAWAY COLLAR,-1.359,UNKNOWN,3495.0,1.0,1.26,3495.0,1505.0,3590,1.21,4349.97,1938.7,2.72,854.97,24.46,433.7,28.82,SUCCESS,1990.0,INCREASE,INCREASE PRICE
35947,BLUE,REGULAR FIT,COTTON,LONG SLEEVE,PLAIN,CUTAWAY COLLAR,-1.359,UNKNOWN,3795.0,3.67,4.95,13915.0,5991.33,3890,4.79,18634.15,8282.38,2.5,4719.15,33.91,2291.04,38.24,SUCCESS,2161.0,INCREASE,INCREASE PRICE
35976,BLUE,SLIM FIT,COTTON,LONG SLEEVE,PRINTED,CUTAWAY COLLAR,-1.359,UNKNOWN,3995.0,7.33,8.43,29296.67,12613.33,4090,8.16,33378.58,14812.25,2.38,4081.91,13.93,2198.92,17.43,SUCCESS,2275.0,INCREASE,INCREASE PRICE
35988,BROWN,REGULAR FIT,COTTON,LONG SLEEVE,PRINTED,CUTAWAY COLLAR,-1.359,UNKNOWN,3995.0,1.67,1.86,6658.33,2866.67,4090,1.8,7366.42,3268.96,2.38,708.09,10.63,402.3,14.03,SUCCESS,2275.0,INCREASE,INCREASE PRICE
35999,WHITE,SLIM FIT,COTTON,LONG SLEEVE,PLAIN,CUTAWAY COLLAR,0.0,UNKNOWN,2941.0,2.0,2.05,5882.0,1560.0,3890,2.05,7960.91,3538.41,32.27,2078.91,35.34,1978.41,126.82,SUCCESS,2161.0,INCREASE,INCREASE PRICE
36098,BLUE,REGULAR FIT,COTTON,LONG SLEEVE,PLAIN,CUTAWAY COLLAR,-1.359,UNKNOWN,3995.0,2.0,1.63,7990.0,3440.0,4090,1.58,6469.43,2870.91,2.38,-1520.57,-19.03,-569.09,-16.54,SUCCESS,2275.0,INCREASE,INCREASE PRICE
36103,BLUE,REGULAR FIT,COTTON,SHORT SLEEVE,CHECK,CUTAWAY COLLAR,-1.359,UNKNOWN,3495.0,3.67,2.28,12815.0,5518.33,3590,2.2,7894.72,3518.54,2.72,-4920.28,-38.39,-1999.8,-36.24,SUCCESS,1990.0,INCREASE,INCREASE PRICE
